所属,スキル,社員番号,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部2課,システム1部2課,システム1部2課,システム1部2課,システム1部2課,システム1部2課,システム1部2課,社員番号,システム1部3課,システム1部4課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部3課,システム1部4課,システム1部4課,システム1部4課,システム1部4課,システム1部4課,システム1部4課,システム1部4課,システム1部4課,システム1部5課,システム1部5課,システム1部5課,システム1部5課,システム1部5課,システム1部5課,システム1部1課,システム1部5課,システム1部5課,システム1部2課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部1課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム2部2課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部1課,システム3部2課,システム3部2課,システム3部2課,システム3部2課,システム3部2課,システム3部2課,システム3部2課,システム3部2課,社員番号,社員番号,システム3部3課,システム3部3課,システム3部3課,システム3部4課,システム3部4課,システム3部4課,システム3部4課,システム3部4課,システム3部4課,システム3部4課,システム3部4課,システム2部1課,システム3部1課,事業推進部1課,事業推進部1課,事業推進部1課,事業推進部1課,管理部1課,管理部1課,管理部1課,管理部1課,管理部2課,管理部2課,管理部2課,管理部,技術企画部,技術企画部,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,システム1部1課,-,管理部,管理部
出身地,,-,関西,関西,関西,関西,関西,関西,関西,関東,関西,中部,関西,中国,関西,関西,関西,中国,関西,-,関西,関西,関西,関西,中国,中国,四国,中国,中国,関西,関西,関西,関西,関西,関西,中国,中国,関西,四国,関西,関東,四国,関西,九州・沖縄,関西,関西,関西,関西,関西,関西,関西,中国,関東,九州・沖縄,北海道・東北,関東,九州・沖縄,関西,関東,関東,関西,関西,関東,関東,関東,九州・沖縄,九州・沖縄,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,関東,中部,関東,北海道・東北,関東,関東,関西,関東,関東,関東,関東,関東,関東,関東,北海道・東北,関東,関東,九州・沖縄,関東,関東,関東,北海道・東北,九州・沖縄,関東,北海道・東北,中国,中部,九州・沖縄,関東,関東,関西,関東,関東,関東,関東,関西,関西,関西,関東,関東,関東,関西,四国,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,九州・沖縄,関東,九州・沖縄,九州・沖縄
暮らしのスタイル,,-,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,実家暮らし,実家暮らし,一人暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,実家暮らし,家族暮らし,一人暮らし,実家暮らし,-,一人暮らし,一人暮らし,実家暮らし,実家暮らし,一人暮らし,一人暮らし,家族暮らし,一人暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,一人暮らし,一人暮らし,実家暮らし,一人暮らし,家族暮らし,一人暮らし,一人暮らし,シェア,一人暮らし,家族暮らし,実家暮らし,一人暮らし,実家暮らし,家族暮らし,一人暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,一人暮らし,一人暮らし,シェア,シェア,実家暮らし,実家暮らし,家族暮らし,実家暮らし,実家暮らし,家族暮らし,家族暮らし,一人暮らし,一人暮らし,実家暮らし,一人暮らし,家族暮らし,一人暮らし,一人暮らし,一人暮らし,実家暮らし,実家暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,シェア,一人暮らし,一人暮らし,実家暮らし,実家暮らし,一人暮らし,一人暮らし,実家暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,実家暮らし,一人暮らし,一人暮らし,実家暮らし,家族暮らし,実家暮らし,実家暮らし,家族暮らし,家族暮らし,一人暮らし,実家暮らし,一人暮らし,一人暮らし,一人暮らし,一人暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,家族暮らし,一人暮らし,家族暮らし,実家暮らし,家族暮らし,実家暮らし,実家暮らし,一人暮らし,一人暮らし,シェア,実家暮らし,一人暮らし,実家暮らし,家族暮らし,実家暮らし,一人暮らし,実家暮らし,家族暮らし,シェア,シェア,一人暮らし,実家暮らし,実家暮らし
ワークスタイル,,-,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,-,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワーク,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,テレワークと通常勤務のハイブリット,テレワーク,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,時差出勤,テレワーク,テレワーク,テレワーク,テレワーク,テレワークと通常勤務のハイブリット,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,テレワーク,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,通常勤務,テレワーク,テレワークと通常勤務のハイブリット,テレワーク,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,テレワーク,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,時差出勤,テレワーク,テレワーク,テレワーク,通常勤務,テレワーク,テレワーク,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,通常勤務,テレワークと通常勤務のハイブリット,テレワークと通常勤務のハイブリット,テレワーク,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,通常勤務,通常勤務,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,通常勤務,通常勤務,通常勤務,テレワークと通常勤務のハイブリット,通常勤務,通常勤務,通常勤務
毎月の運動,,-,5回以上,全くしない,5回以上,4回程度,1回程度,全くしない,全くしない,4回程度,全くしない,1回程度,1回程度,全くしない,10回以上,10回以上,1回程度,4回程度,1回程度,-,10回以上,全くしない,5回以上,5回以上,全くしない,1回程度,2回程度,4回程度,4回程度,1回程度,2回程度,1回程度,5回以上,4回程度,全くしない,2回程度,全くしない,全くしない,1回程度,2回程度,-,全くしない,4回程度,5回以上,2回程度,1回程度,4回程度,4回程度,1回程度,全くしない,全くしない,10回以上,10回以上,2回程度,4回程度,4回程度,全くしない,2回程度,全くしない,10回以上,10回以上,1回程度,10回以上,全くしない,全くしない,1回程度,2回程度,2回程度,1回程度,4回程度,全くしない,2回程度,1回程度,5回以上,10回以上,全くしない,全くしない,4回程度,10回以上,4回程度,4回程度,1回程度,10回以上,全くしない,4回程度,5回以上,1回程度,1回程度,2回程度,1回程度,-,5回以上,2回程度,5回以上,2回程度,1回程度,全くしない,2回程度,全くしない,全くしない,4回程度,10回以上,10回以上,2回程度,4回程度,1回程度,1回程度,全くしない,全くしない,4回程度,1回程度,10回以上,5回以上,1回程度,1回程度,全くしない,全くしない,全くしない,全くしない,全くしない,全くしない,5回以上,1回程度,4回程度,1回程度,4回程度,1回程度,全くしない,全くしない,4回程度,4回程度,2回程度,10回以上,10回以上,4回程度,10回以上,4回程度,10回以上,全くしない,4回程度,5回以上,2回程度,2回程度,5回以上,2回程度,1回程度,1回程度
学生時代の部活動,,-,運動部,運動部,運動部,運動部,運動部,運動部,文化部,運動部,文化部,運動部,文化部,部活なし,文化部,部活なし,文化部,文化部,文化部,-,運動部,運動部,運動部,文化部,文化部,運動部,運動部,部活なし,文化部,文化部,文化部,部活なし,運動部,文化部,運動部,運動部,部活なし,運動部,運動部,運動部,-,文化部,部活なし,運動部,部活なし,運動部,運動部,運動部,運動部,部活なし,部活なし,運動部,運動部,運動部,文化部,運動部,文化部,文化部,部活なし,文化部,運動部,文化部,運動部,運動部,部活なし,運動部,文化部,文化部,運動部,運動部,運動部,文化部,文化部,部活なし,運動部,運動部,文化部,運動部,運動部,運動部,文化部,運動部,文化部,運動部,文化部,文化部,運動部,文化部,運動部,文化部,部活なし,運動部,運動部,運動部,文化部,文化部,運動部,部活なし,文化部,運動部,運動部,運動部,運動部,運動部,運動部,運動部,部活なし,文化部,部活なし,運動部,運動部,部活なし,運動部,文化部,運動部,運動部,運動部,運動部,運動部,文化部,部活なし,文化部,運動部,運動部,-,運動部,文化部,文化部,文化部,運動部,運動部,運動部,運動部,運動部,運動部,運動部,運動部,運動部,運動部,文化部,運動部,運動部,運動部,運動部,運動部,運動部,運動部
システム開発,基幹,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,4,4,2,2,3,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0
システム開発,オープン,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,3,4,0,0,0,3,0,0,0,0,3,0,4,2,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,4,1,1,0,1,3,0,0,0,0,0,0,0,4,5,0,0,3,2,3,0,0,0,0,0,0,0,4,5,2,3,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0
システム開発,Web,0,0,0,3,1,0,2,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,2,3,2,0,0,0,0,4,3,4,5,0,1,0,0,4,4,3,3,3,5,0,2,0,0,4,0,4,4,3,0,3,2,3,0,0,2,1,0,3,0,0,0,0,0,2,1,0,3,0,0,0,2,4,4,0,0,2,3,2,0,2,0,1,0,3,3,0,1,1,0,2,3,1,2,0,1,2,0,0,0,0,1,0,0,2,3,0,0,0,3,3,0,0,0,0,0,0,0,3,4,2,3,2,3,0,3,1,1,1,1,0,2,1,1,0,0,0,2,0,4,0,0
システム開発,組込・制御,0,0,0,0,3,0,0,0,1,0,2,4,0,0,0,0,0,0,0,2,3,4,0,3,3,0,3,3,0,0,0,0,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,2,2,4,1,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,2,4,0,4,3,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,1,2,0,1,0,0,1,0,0,2,0,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,4,0,0
システム開発,ノーコード・ローコード,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,1,3,0,1,2,3,2,0,2,2,1,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
システム開発,スマホアプリ,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
